id,name,quality,effect,craftable,price,exist
48, 'Mining Light', '5', 'Haunted Ghosts',1,14513.1, '23'
48, 'Mining Light', '5', 'Green Energy',1,17277.5, '18'
48, 'Mining Light', '5', 'Stormy 13th Hour',1,51832.5, '2'
48, 'Mining Light', '6',0,0,86.3875, '11206'
48, 'Mining Light', '6',0,1,93.2985, '12759'
49, 'Football Helmet', '3',0,1,22.33, '11156'
49, 'Football Helmet', '5', 'Purple Energy',1,1520.42, '16'
49, 'Football Helmet', '5', 'Circling TF Logo',1,898.43, '15'
49, 'Football Helmet', '5', 'Massed Flies',1,1451.31, '12'
49, 'Football Helmet', '5', 'Burning Flames',1,3109.95, '20'
49, 'Football Helmet', '5', 'Scorching Flames',1,2349.74, '14'
49, 'Football Helmet', '5', 'Searing Plasma',1,1036.65, '17'
49, 'Football Helmet', '5', 'Vivid Plasma',1,691.1, '17'
49, 'Football Helmet', '5', 'Sunbeams',1,2280.63, '23'
49, 'Football Helmet', '5', 'Circling Peace Sign',1,829.32, '19'
49, 'Football Helmet', '5', 'Circling Heart',1,898.43, '10'
49, 'Football Helmet', '5', 'Stormy Storm',1,518.325, '21'
49, 'Football Helmet', '5', 'Blizzardy Storm',1,587.435, '28'
49, 'Football Helmet', '5',Nuts n' Bolts,1,656.545, '17'
49, 'Football Helmet', '5', 'Orbiting Planets',1,552.88, '28'
49, 'Football Helmet', '5', 'Orbiting Fire',1,898.43, '17'
49, 'Football Helmet', '5', 'Bubbling',1,691.1, '18'
49, 'Football Helmet', '5', 'Smoking',1,552.88, '23'
49, 'Football Helmet', '5', 'Steaming',1,552.88, '25'
49, 'Football Helmet', '5', 'Flaming Lantern',1,1451.31, '6'
49, 'Football Helmet', '5', 'Cloudy Moon',1,92.4, 'sorry :('
49, 'Football Helmet', '5', 'Cauldron Bubbles',1,2833.51, '4'
49, 'Football Helmet', '5', 'Eerie Orbiting Fire',1,1589.53, '7'
49, 'Football Helmet', '5', 'Knifestorm',1,2487.96, '2'
49, 'Football Helmet', '5', 'Misty Skull',1,10366.5, '6'
49, 'Football Helmet', '5', 'Harvest Moon',1,5805.24, '3'
49, 'Football Helmet', '5',It's A Secret To Everybody,1,5874.35, 'sorry :('
49, 'Football Helmet', '5', 'Stormy 13th Hour',1,2764.4, 'sorry :('
49, 'Football Helmet', '5', 'Green Confetti',1,898.43, '15'
49, 'Football Helmet', '5', 'Purple Confetti',1,691.1, '16'
49, 'Football Helmet', '5', 'Haunted Ghosts',1,1243.98, '14'
49, 'Football Helmet', '5', 'Green Energy',1,1589.53, '17'
49, 'Football Helmet', '6',0,0,8.33, '32486'
49, 'Football Helmet', '6',0,1,14.77, '9502'
50, 'Prussian Pickelhaube', '3',0,1,32.11, '14185'
50, 'Prussian Pickelhaube', '5', 'Purple Energy',1,2695.29, '18'
50, 'Prussian Pickelhaube', '5', 'Circling TF Logo',1,1865.97, '19'
50, 'Prussian Pickelhaube', '5', 'Massed Flies',1,967.54, '10'
50, 'Prussian Pickelhaube', '5', 'Burning Flames',1,4215.71, '18'
50, 'Prussian Pickelhaube', '5', 'Scorching Flames',1,5321.47, '16'
50, 'Prussian Pickelhaube', '5', 'Searing Plasma',1,1451.31, '18'
50, 'Prussian Pickelhaube', '5', 'Vivid Plasma',1,2073.3, '21'
50, 'Prussian Pickelhaube', '5', 'Sunbeams',1,9675.4, '19'
50, 'Prussian Pickelhaube', '5', 'Circling Peace Sign',1,1382.2, '30'
50, 'Prussian Pickelhaube', '5', 'Circling Heart',1,3801.05, '19'
50, 'Prussian Pickelhaube', '5', 'Stormy Storm',1,967.54, '28'
50, 'Prussian Pickelhaube', '5', 'Blizzardy Storm',1,1174.87, '26'
50, 'Prussian Pickelhaube', '5',Nuts n' Bolts,1,1382.2, '32'
50, 'Prussian Pickelhaube', '5', 'Orbiting Planets',1,829.32, '27'
50, 'Prussian Pickelhaube', '5', 'Orbiting Fire',1,967.54, '32'
50, 'Prussian Pickelhaube', '5', 'Bubbling',1,898.43, '20'
50, 'Prussian Pickelhaube', '5', 'Smoking',1,967.54, '17'
50, 'Prussian Pickelhaube', '5', 'Steaming',1,760.21, '23'
50, 'Prussian Pickelhaube', '5', 'Flaming Lantern',1,3939.27, '6'
50, 'Prussian Pickelhaube', '5', 'Cloudy Moon',1,6081.68, '6'
50, 'Prussian Pickelhaube', '5', 'Cauldron Bubbles',1,1935.08, '7'
50, 'Prussian Pickelhaube', '5', 'Eerie Orbiting Fire',1,2557.07, '4'
50, 'Prussian Pickelhaube', '5', 'Knifestorm',1,65654.5, 'sorry :('
50, 'Prussian Pickelhaube', '5', 'Misty Skull',1,4837.7, '2'
50, 'Prussian Pickelhaube', '5', 'Harvest Moon',1,25916.25, 'sorry :('
50, 'Prussian Pickelhaube', '5', 'Haunted Ghosts',1,1935.08, '28'
50, 'Prussian Pickelhaube', '5', 'Stormy 13th Hour',1,26745.57, 'sorry :('
50, 'Prussian Pickelhaube', '5', 'Green Confetti',1,1105.76, '17'
50, 'Prussian Pickelhaube', '5', 'Purple Confetti',1,1174.87, '21'
50, 'Prussian Pickelhaube', '5', 'Green Energy',1,2764.4, '10'
50, 'Prussian Pickelhaube', '5',It's A Secret To Everybody,1,483.53, 'sorry :('
50, 'Prussian Pickelhaube', '6',0,0,6.55, '35978'
50, 'Prussian Pickelhaube', '6',0,1,25.33, '10647'
51,Pyro's Beanie, '3',0,1,41.33, '12258'
51,Pyro's Beanie, '5', 'Circling TF Logo',1,760.21, '15'
51,Pyro's Beanie, '5', 'Purple Energy',1,1865.97, '18'
51,Pyro's Beanie, '5', 'Massed Flies',1,691.1, '18'
51,Pyro's Beanie, '5', 'Burning Flames',1,5183.25, '16'
51,Pyro's Beanie, '5', 'Scorching Flames',1,5528.8, '18'
51,Pyro's Beanie, '5', 'Searing Plasma',1,1313.09, '14'
51,Pyro's Beanie, '5', 'Vivid Plasma',1,1382.2, '12'
51,Pyro's Beanie, '5', 'Sunbeams',1,2280.63, '16'
51,Pyro's Beanie, '5', 'Circling Peace Sign',1,967.54, '14'
51,Pyro's Beanie, '5', 'Circling Heart',1,1658.64, '10'
51,Pyro's Beanie, '5', 'Stormy Storm',1,760.21, '32'
51,Pyro's Beanie, '5', 'Blizzardy Storm',1,967.54, '30'
51,Pyro's Beanie, '5',Nuts n' Bolts,1,552.88, '26'
51,Pyro's Beanie, '5', 'Orbiting Planets',1,587.435, '23'
51,Pyro's Beanie, '5', 'Orbiting Fire',1,898.43, '27'
51,Pyro's Beanie, '5', 'Bubbling',1,587.435, '34'
51,Pyro's Beanie, '5', 'Smoking',1,621.99, '30'
51,Pyro's Beanie, '5', 'Steaming',1,760.21, '26'
51,Pyro's Beanie, '5', 'Flaming Lantern',1,1796.86, '6'
51,Pyro's Beanie, '5', 'Cloudy Moon',1,3317.28, '8'
51,Pyro's Beanie, '5', 'Cauldron Bubbles',1,1520.42, '3'
51,Pyro's Beanie, '5', 'Eerie Orbiting Fire',1,1520.42, '5'
51,Pyro's Beanie, '5', 'Knifestorm',1,27644, '3'
51,Pyro's Beanie, '5', 'Misty Skull',1,10504.72, '3'
51,Pyro's Beanie, '5', 'Harvest Moon',1,10020.95, '2'
51,Pyro's Beanie, '5',It's A Secret To Everybody,1,358.22, 'sorry :('
51,Pyro's Beanie, '5', 'Stormy 13th Hour',1,7671.21, '3'
51,Pyro's Beanie, '5', 'Green Confetti',1,1174.87, '20'
51,Pyro's Beanie, '5', 'Purple Confetti',1,621.99, '17'
51,Pyro's Beanie, '5', 'Haunted Ghosts',1,1174.87, '17'
51,Pyro's Beanie, '5', 'Green Energy',1,3040.84, '15'
51,Pyro's Beanie, '6',0,0,30, '11937'
51,Pyro's Beanie, '6',0,1,39.88, '8965'
52,Batter's Helmet, '3',0,1,86.3875, '7864'
52,Batter's Helmet, '5', 'Purple Energy',1,3939.27, '22'
52,Batter's Helmet, '5', 'Circling TF Logo',1,1105.76, '9'
52,Batter's Helmet, '5', 'Massed Flies',1,829.32, '12'
52,Batter's Helmet, '5', 'Burning Flames',1,5528.8, '20'
52,Batter's Helmet, '5', 'Scorching Flames',1,13822, '21'
52,Batter's Helmet, '5', 'Searing Plasma',1,1243.98, '11'
52,Batter's Helmet, '5', 'Vivid Plasma',1,2418.85, '7'
52,Batter's Helmet, '5', 'Sunbeams',1,6219.9, '15'
52,Batter's Helmet, '5', 'Circling Peace Sign',1,1382.2, '16'
52,Batter's Helmet, '5', 'Circling Heart',1,1865.97, '13'
52,Batter's Helmet, '5', 'Stormy Storm',1,1036.65, '29'
52,Batter's Helmet, '5', 'Blizzardy Storm',1,1313.09, '25'
52,Batter's Helmet, '5',Nuts n' Bolts,1,587.435, '24'
52,Batter's Helmet, '5', 'Orbiting Planets',1,829.32, '22'
52,Batter's Helmet, '5', 'Orbiting Fire',1,829.32, '27'
52,Batter's Helmet, '5', 'Bubbling',1,760.21, '33'
52,Batter's Helmet, '5', 'Smoking',1,829.32, '20'
52,Batter's Helmet, '5', 'Steaming',1,829.32, '28'
52,Batter's Helmet, '5', 'Flaming Lantern',1,3179.06, '5'
52,Batter's Helmet, '5', 'Cloudy Moon',1,22115.2, '3'
52,Batter's Helmet, '5', 'Cauldron Bubbles',1,3801.05, '6'
52,Batter's Helmet, '5', 'Eerie Orbiting Fire',1,967.54, '9'
52,Batter's Helmet, '5', 'Knifestorm',1,13822, '2'
52,Batter's Helmet, '5', 'Misty Skull',1,215.14, '2'
52,Batter's Helmet, '5',It's A Secret To Everybody,1,4353.93, '2'
52,Batter's Helmet, '5', 'Stormy 13th Hour',1,153.17, 'sorry :('
52,Batter's Helmet, '5', 'Green Confetti',1,898.43, '29'
52,Batter's Helmet, '5', 'Purple Confetti',1,898.43, '18'
52,Batter's Helmet, '5', 'Haunted Ghosts',1,2764.4, '30'
52,Batter's Helmet, '5', 'Green Energy',1,5183.25, '21'
52,Batter's Helmet, '6',0,0,6.88, '56677'
52,Batter's Helmet, '6',0,1,60.55, '6515'
53, 'Trophy Belt', '3',0,1,61.44, '10876'
53, 'Trophy Belt', '5', 'Purple Energy',1,7602.1, '33'
53, 'Trophy Belt', '5', 'Circling TF Logo',1,1727.75, '17'
53, 'Trophy Belt', '5', 'Massed Flies',1,2211.52, '23'
53, 'Trophy Belt', '5', 'Burning Flames',1,15204.2, '23'
53, 'Trophy Belt', '5', 'Scorching Flames',1,14858.65, '20'
53, 'Trophy Belt', '5', 'Searing Plasma',1,2073.3, '18'
53, 'Trophy Belt', '5', 'Vivid Plasma',1,3109.95, '22'
53, 'Trophy Belt', '5', 'Sunbeams',1,12439.8, '20'
53, 'Trophy Belt', '5', 'Circling Peace Sign',1,1658.64, '25'
53, 'Trophy Belt', '5', 'Circling Heart',1,3386.39, '19'
53, 'Trophy Belt', '5', 'Stormy Storm',1,2626.18, '22'
53, 'Trophy Belt', '5', 'Blizzardy Storm',1,2902.62, '27'
53, 'Trophy Belt', '5',Nuts n' Bolts,1,898.43, '20'
53, 'Trophy Belt', '5', 'Orbiting Planets',1,4146.6, '20'
53, 'Trophy Belt', '5', 'Orbiting Fire',1,1451.31, '25'
53, 'Trophy Belt', '5', 'Bubbling',1,967.54, '30'
53, 'Trophy Belt', '5', 'Smoking',1,1727.75, '35'
53, 'Trophy Belt', '5', 'Steaming',1,1243.98, '22'
53, 'Trophy Belt', '5', 'Flaming Lantern',1,7602.1, '4'
53, 'Trophy Belt', '5', 'Cloudy Moon',1,20733, '7'
53, 'Trophy Belt', '5', 'Cauldron Bubbles',1,2764.4, '5'
53, 'Trophy Belt', '5', 'Eerie Orbiting Fire',1,3455.5, '4'
53, 'Trophy Belt', '5', 'Knifestorm',1,143.72, 'sorry :('
53, 'Trophy Belt', '5', 'Misty Skull',1,22115.2, 'sorry :('
53, 'Trophy Belt', '5', 'Harvest Moon',1,338.1, 'sorry :('
53, 'Trophy Belt', '5',It's A Secret To Everybody,1,13752.89, '4'
53, 'Trophy Belt', '5', 'Stormy 13th Hour',1,14996.87, '4'
53, 'Trophy Belt', '5', 'Green Confetti',1,1451.31, '17'
53, 'Trophy Belt', '5', 'Purple Confetti',1,1520.42, '21'
53, 'Trophy Belt', '5', 'Haunted Ghosts',1,3179.06, '19'
53, 'Trophy Belt', '5', 'Green Energy',1,12439.8, '15'
53, 'Trophy Belt', '6',0,0,27.55, '17220'
53, 'Trophy Belt', '6',0,1,30.44, '13490'
54,Soldier's Stash, '3',0,1,224.6075, '15066'
54,Soldier's Stash, '5', 'Purple Energy',1,51141.4, '17'
54,Soldier's Stash, '5', 'Circling TF Logo',1,7602.1, '13'
54,Soldier's Stash, '5', 'Massed Flies',1,13822, '18'
54,Soldier's Stash, '5', 'Burning Flames',1,69110, '26'
54,Soldier's Stash, '5', 'Scorching Flames',1,89843, '24'
54,Soldier's Stash, '5', 'Searing Plasma',1,14858.65, '16'
54,Soldier's Stash, '5', 'Vivid Plasma',1,10020.95, '20'
54,Soldier's Stash, '5', 'Sunbeams',1,58743.5, '14'
54,Soldier's Stash, '5', 'Circling Peace Sign',1,10366.5, '12'
54,Soldier's Stash, '5', 'Circling Heart',1,31790.6, '27'
54,Soldier's Stash, '5', 'Stormy Storm',1,21562.32, '25'
54,Soldier's Stash, '5', 'Blizzardy Storm',1,16171.74, '23'
54,Soldier's Stash, '5',Nuts n' Bolts,1,8984.3, '33'
54,Soldier's Stash, '5', 'Orbiting Planets',1,12439.8, '22'
54,Soldier's Stash, '5', 'Orbiting Fire',1,15204.2, '30'
54,Soldier's Stash, '5', 'Bubbling',1,6911, '23'
54,Soldier's Stash, '5', 'Smoking',1,13822, '25'
54,Soldier's Stash, '5', 'Steaming',1,10020.95, '22'
54,Soldier's Stash, '5', 'Flaming Lantern',1,16586.4, '5'
54,Soldier's Stash, '5', 'Cloudy Moon',1,79476.5, '5'
54,Soldier's Stash, '5', 'Cauldron Bubbles',1,20041.9, '4'
54,Soldier's Stash, '5', 'Eerie Orbiting Fire',1,17277.5, '3'
54,Soldier's Stash, '5', 'Knifestorm',1,81549.8, '3'
54,Soldier's Stash, '5', 'Misty Skull',1,49413.65, 'sorry :('
54,Soldier's Stash, '5', 'Harvest Moon',1,82932, 'sorry :('
54,Soldier's Stash, '5',It's A Secret To Everybody,1,76021, '5'
54,Soldier's Stash, '5', 'Green Confetti',1,5459.69, '18'
54,Soldier's Stash, '5', 'Purple Confetti',1,10366.5, '27'
54,Soldier's Stash, '5', 'Haunted Ghosts',1,31099.5, '22'
54,Soldier's Stash, '5', 'Green Energy',1,62199, '16'
54,Soldier's Stash, '6',0,0,114.0315, '23449'
54,Soldier's Stash, '6',0,1,203.8745, '12166'
55, 'Fancy Fedora', '3',0,1,76.021, '15703'
55, 'Fancy Fedora', '5', 'Purple Energy',1,10712.05, '30'
55, 'Fancy Fedora', '5', 'Circling TF Logo',1,2902.62, '21'
55, 'Fancy Fedora', '5', 'Massed Flies',1,1105.76, '17'
55, 'Fancy Fedora', '5', 'Burning Flames',1,10020.95, '23'
55, 'Fancy Fedora', '5', 'Scorching Flames',1,16517.29, '20'
55, 'Fancy Fedora', '5', 'Searing Plasma',1,2418.85, '17'
55, 'Fancy Fedora', '5', 'Vivid Plasma',1,2487.96, '26'
55, 'Fancy Fedora', '5', 'Sunbeams',1,5045.03, '20'
55, 'Fancy Fedora', '5', 'Circling Peace Sign',1,1382.2, '16'
55, 'Fancy Fedora', '5', 'Circling Heart',1,2557.07, '19'
55, 'Fancy Fedora', '5', 'Stormy Storm',1,2211.52, '23'
55, 'Fancy Fedora', '5', 'Blizzardy Storm',1,1796.86, '23'
55, 'Fancy Fedora', '5',Nuts n' Bolts,1,1036.65, '24'
55, 'Fancy Fedora', '5', 'Orbiting Planets',1,1036.65, '20'
55, 'Fancy Fedora', '5', 'Orbiting Fire',1,1313.09, '20'
55, 'Fancy Fedora', '5', 'Bubbling',1,1243.98, '28'
55, 'Fancy Fedora', '5', 'Smoking',1,1243.98, '32'
55, 'Fancy Fedora', '5', 'Steaming',1,967.54, '34'
55, 'Fancy Fedora', '5', 'Cloudy Moon',1,7256.55, '3'
55, 'Fancy Fedora', '5', 'Cauldron Bubbles',1,2971.73, '5'
55, 'Fancy Fedora', '5', 'Eerie Orbiting Fire',1,3593.72, '5'
55, 'Fancy Fedora', '5', 'Knifestorm',1,28265.99, '2'
55, 'Fancy Fedora', '5', 'Misty Skull',1,504.36, '2'
55, 'Fancy Fedora', '5', 'Harvest Moon',1,24741.38, '3'
55, 'Fancy Fedora', '5',It's A Secret To Everybody,1,15549.75, '4'
55, 'Fancy Fedora', '5', 'Stormy 13th Hour',1,48377, 'sorry :('
55, 'Fancy Fedora', '5', 'Green Confetti',1,1451.31, '17'
55, 'Fancy Fedora', '5', 'Purple Confetti',1,1796.86, '13'
55, 'Fancy Fedora', '5', 'Haunted Ghosts',1,2626.18, '18'
55, 'Fancy Fedora', '5', 'Green Energy',1,3662.83, '15'
55, 'Fancy Fedora', '6',0,0,27.66, '60907'
55, 'Fancy Fedora', '6',0,1,37.55, '22624'
94, 'Texas Ten Gallon', '1',0,1,117.487, '2245'
94, 'Texas Ten Gallon', '3',0,1,117.487, '12609'
94, 'Texas Ten Gallon', '5', 'Purple Energy',1,5736.13, '23'
94, 'Texas Ten Gallon', '5', 'Circling TF Logo',1,2626.18, '21'
94, 'Texas Ten Gallon', '5', 'Massed Flies',1,1727.75, '22'
94, 'Texas Ten Gallon', '5', 'Burning Flames',1,10366.5, '20'
94, 'Texas Ten Gallon', '5', 'Scorching Flames',1,10712.05, '32'
94, 'Texas Ten Gallon', '5', 'Searing Plasma',1,2418.85, '22'
94, 'Texas Ten Gallon', '5', 'Vivid Plasma',1,4492.15, '20'
94, 'Texas Ten Gallon', '5', 'Sunbeams',1,11057.6, '14'
94, 'Texas Ten Gallon', '5', 'Circling Peace Sign',1,2073.3, '23'
94, 'Texas Ten Gallon', '5', 'Circling Heart',1,2418.85, '31'
94, 'Texas Ten Gallon', '5', 'Stormy Storm',1,1658.64, '44'
94, 'Texas Ten Gallon', '5', 'Blizzardy Storm',1,2073.3, '36'
94, 'Texas Ten Gallon', '5',Nuts n' Bolts,1,1935.08, '44'
94, 'Texas Ten Gallon', '5', 'Orbiting Planets',1,2211.52, '49'
94, 'Texas Ten Gallon', '5', 'Orbiting Fire',1,2073.3, '52'
94, 'Texas Ten Gallon', '5', 'Bubbling',1,1243.98, '37'
94, 'Texas Ten Gallon', '5', 'Smoking',1,1451.31, '46'
94, 'Texas Ten Gallon', '5', 'Steaming',1,1243.98, '45'
94, 'Texas Ten Gallon', '5', 'Flaming Lantern',1,4215.71, '4'
94, 'Texas Ten Gallon', '5', 'Cloudy Moon',1,13130.9, '6'
94, 'Texas Ten Gallon', '5', 'Cauldron Bubbles',1,6911, '7'
94, 'Texas Ten Gallon', '5', 'Eerie Orbiting Fire',1,4146.6, '7'
94, 'Texas Ten Gallon', '5', 'Knifestorm',1,12439.8, '3'
94, 'Texas Ten Gallon', '5', 'Misty Skull',1,13130.9, '3'
94, 'Texas Ten Gallon', '5', 'Harvest Moon',1,368.98, '3'
94, 'Texas Ten Gallon', '5', 'Terror-Watt',1,2557.07, '25'
94, 'Texas Ten Gallon', '5', 'Aces High',1,2487.96, '36'
94, 'Texas Ten Gallon', '5', 'Green Confetti',1,1589.53, '36'
94, 'Texas Ten Gallon', '5', 'Dead Presidents',1,1520.42, '31'
94, 'Texas Ten Gallon', '5', 'Anti-Freeze',1,16379.07, '4'
94, 'Texas Ten Gallon', '5', 'Purple Confetti',1,1451.31, '20'
94, 'Texas Ten Gallon', '5', 'Green Black Hole',1,25916.25, '3'
94, 'Texas Ten Gallon', '5', 'Green Energy',1,5667.02, '20'
94, 'Texas Ten Gallon', '5', 'Haunted Ghosts',1,2418.85, '24'
94, 'Texas Ten Gallon', '5', 'Arcana',1,7878.54, '2'
94, 'Texas Ten Gallon', '5', 'Disco Beat Down',1,3662.83, '31'
94, 'Texas Ten Gallon', '5', 'Cloud 9',1,2142.41, '31'
94, 'Texas Ten Gallon', '5', 'Kill-a-Watt',1,1796.86, '30'
94, 'Texas Ten Gallon', '5', 'Miami Nights',1,2833.51, '28'
94, 'Texas Ten Gallon', '5', 'Overclocked',1,1451.31, '2'
94, 'Texas Ten Gallon', '5', 'Poisoned Shadows',1,25916.25, '2'
94, 'Texas Ten Gallon', '5', 'Frostbite',1,17277.5, '3'
94, 'Texas Ten Gallon', '5', 'Haunted Phantasm Jr',1,7049.22, '2'
94, 'Texas Ten Gallon', '5', 'Roboactive',1,19005.25, '6'
94, 'Texas Ten Gallon', '5', 'Stare From Beyond',1,12439.8, '3'
94, 'Texas Ten Gallon', '5', 'Bonzo The All-Gnawing',1,10712.05, 'sorry :('
94, 'Texas Ten Gallon', '5', 'Morning Glory',1,31099.5, '3'
94, 'Texas Ten Gallon', '5', 'Memory Leak',1,1174.87, '3'
94, 'Texas Ten Gallon', '5', 'Death at Dusk',1,10366.5, '7'
94, 'Texas Ten Gallon', '5', 'Chiroptera Venenata',1,24188.5, '2'
94, 'Texas Ten Gallon', '5', 'Hellfire',1,5805.24, 'sorry :('
94, 'Texas Ten Gallon', '5', 'Stormy 13th Hour',1,15342.42, '3'
94, 'Texas Ten Gallon', '5', 'Demonflame',1,27644, 'sorry :('
94, 'Texas Ten Gallon', '5', 'Molten Mallard',1,5528.8, '3'
94, 'Texas Ten Gallon', '5', 'Darkblaze',1,48377, '2'
94, 'Texas Ten Gallon', '5', 'Electrostatic',1,2764.4, '2'
94, 'Texas Ten Gallon', '5', 'Neutron Star',1,3386.39, '2'
94, 'Texas Ten Gallon', '5',It's A Secret To Everybody,1,9744.51, '4'
94, 'Texas Ten Gallon', '5', 'Power Surge',1,2764.4, '3'
94, 'Texas Ten Gallon', '5', 'Time Warp',1,24188.5, '4'
94, 'Texas Ten Gallon', '5', 'Sulphurous',1,4837.7, 'sorry :('
94, 'Texas Ten Gallon', '6',0,0,5.55, '49782'
94, 'Texas Ten Gallon', '6',0,1,4.22, '78992'
94, 'Texas Ten Gallon', '11',0,1,124.398, '2766'
95,Engineer's Cap, '1',0,1,69.11, '1226'
95,Engineer's Cap, '3',0,1,33.55, '9813'
95,Engineer's Cap, '5', 'Purple Energy',1,3593.72, '17'
95,Engineer's Cap, '5', 'Circling TF Logo',1,1174.87, '19'
95,Engineer's Cap, '5', 'Massed Flies',1,829.32, '21'
95,Engineer's Cap, '5', 'Burning Flames',1,3662.83, '24'
95,Engineer's Cap, '5', 'Scorching Flames',1,4077.49, '24'
95,Engineer's Cap, '5', 'Searing Plasma',1,1796.86, '23'
95,Engineer's Cap, '5', 'Vivid Plasma',1,1105.76, '23'
95,Engineer's Cap, '5', 'Sunbeams',1,2764.4, '27'
95,Engineer's Cap, '5', 'Circling Peace Sign',1,898.43, '21'
95,Engineer's Cap, '5', 'Circling Heart',1,1105.76, '20'
95,Engineer's Cap, '5', 'Stormy Storm',1,829.32, '49'
95,Engineer's Cap, '5', 'Blizzardy Storm',1,1865.97, '42'
95,Engineer's Cap, '5',Nuts n' Bolts,1,760.21, '40'
95,Engineer's Cap, '5', 'Orbiting Planets',1,829.32, '37'
95,Engineer's Cap, '5', 'Orbiting Fire',1,760.21, '39'
95,Engineer's Cap, '5', 'Bubbling',1,691.1, '38'
95,Engineer's Cap, '5', 'Smoking',1,587.435, '45'
95,Engineer's Cap, '5', 'Steaming',1,691.1, '42'
95,Engineer's Cap, '5', 'Flaming Lantern',1,2073.3, '7'
95,Engineer's Cap, '5', 'Cloudy Moon',1,5528.8, '3'
95,Engineer's Cap, '5', 'Cauldron Bubbles',1,3386.39, '10'
